id,issuetype,key,assignee,priority,status,resolution,sprint,originalestimate,timespent,rca
317325,Improvement,IO-1085,henry.hom,P1 - Urgent with no workaround,Closed,Fixed,"Sprint 246 (OCT 15 - OCT 28),Sprint 247 (OCT 29 - NOV 11)",10800,14400,None
315076,New Feature,LCI-2755,henry.hom,Unprioritized,Open,,Sprint 247 (OCT 29 - NOV 11),7200,,None
306211,Improvement,IO-989,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 244 (SEP 17 - SEP 30),28800,36000,None
297888,Improvement,IO-876,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 244 (SEP 17 - SEP 30),14400,32400,None
297179,Improvement,IO-861,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 244 (SEP 17 - SEP 30),36000,22500,None
305904,Improvement,IO-1080,henry.hom,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),600,600,None
304106,Improvement,IO-1089,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,14400,None
300985,Improvement,IO-1092,jinyan.liu,P1 - Urgent with no workaround,Closed,No longer applicable,Sprint 245 (OCT 01 - OCT 14),7200,,None
304789,Task,IO-1073,mohamad.arabi,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),1800,2100,None
308762,Task,IO-1070,mohamad.arabi,P1 - Urgent with no workaround,Closed,No longer applicable,Sprint 245 (OCT 01 - OCT 14),,,None
290543,Task,RESSMB-7125,henry.hom,"P2 - Critical, but workaround exists",Closed-Verified,Fixed,"Sprint 242 (AUG 20 - SEP 02 ),Sprint 243 (SEP 03 - SEP 16)",57600,57600,
280854,Task,RESSMB-7265,chen.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 242 (AUG 20 - SEP 02 ),18000,50400,None
288334,Task,RESSMB-7126,jinyan.liu,"P2 - Critical, but workaround exists",Closed-Verified,Fixed,"Sprint 242 (AUG 20 - SEP 02 ),Sprint 243 (SEP 03 - SEP 16)",10800,10800,
287346,New Feature,RESSMB-7317,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 242 (AUG 20 - SEP 02 ),Sprint 243 (SEP 03 - SEP 16)",57600,86400,None
276272,Task,RESSMB-7267,chen.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 241 (AUG 06 - AUG 19),18000,1800,None
273367,Task,RESSMB-7261,chen.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 241 (AUG 06 - AUG 19),14400,5400,None
297069,Improvement,ENGR-2363,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 244 (SEP 17 - SEP 30),28800,36000,None
322045,New Feature,IO-1136,skandh.pathak,P1 - Urgent with no workaround,Resolved,Fixed,Sprint 247 (OCT 29 - NOV 11),14400,18000,None
134840,Epic,ENGR-599,chen.liu,"P2 - Critical, but workaround exists",Open,,2017 Engineering Plan,,,
290842,Bug,EXC-15434,chen.liu,P0 - Blocker,Closed,Fixed,Sprint 241 (AUG 06 - AUG 19),,,"This was not a bug nor regression. To make it works, we need to clear Translation cache, AssetQuestion cache and ValidAssetAnswer cache"
294573,Task,LCI-2661,skandh.pathak,Unprioritized,Closed-Verified,Fixed,"Sprint 243 (SEP 03 - SEP 16),Sprint 244 (SEP 17 - SEP 30)",21600,21600,None
296404,New Feature,LCI-2659,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 243 (SEP 03 - SEP 16),Sprint 244 (SEP 17 - SEP 30)",21600,25200,None
293165,Improvement,LCI-2678,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 244 (SEP 17 - SEP 30),21600,32400,None
291807,Improvement,IO-980,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 244 (SEP 17 - SEP 30),7200,7200,None
290802,Bug,BUILD-14831,chen.liu,P0 - Blocker,Closed,Deferred,Sprint 241 (AUG 06 - AUG 19),28800,28800,"The failure was introduced by 1) UI-4319, and 2) switching to TestRunner. Before TestRunner, those tests were not running, and when UI-4319 broke it, we didn't catch that."
292591,Bug,BUILD-14358,henry.hom,P0 - Blocker,Closed-Verified,Fixed,Sprint 241 (AUG 06 - AUG 19),1800,1800,"residual x in front of afterall was left which caused test to fail. Once removed test ran accordingly. Comment was made that if test continues to flip, flipper ticket would be opened for this test."
298905,Task,ENGR-2388,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 244 (SEP 17 - SEP 30),10800,7200,None
307276,Bug,BUILD-18384,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,"Sprint 245 (OCT 01 - OCT 14),Sprint 246 (OCT 15 - OCT 28)",,,None
302946,Task,ENGR-2433,henry.hom,Unprioritized,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),43200,43200,None
314360,Epic,ENGR-2550,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 246 (OCT 15 - OCT 28),,,None
300622,Task,ENGR-2373,chen.liu,P1 - Urgent with no workaround,Closed,Done,Sprint 244 (SEP 17 - SEP 30),28800,28800,None
325788,Bug,ENGR-2477,mohamad.arabi,P0 - Blocker,Closed,Fixed,Sprint 247 (OCT 29 - NOV 11),5400,10800,None
273969,Task,BUILD-14819,jinyan.liu,P0 - Blocker,Closed,Deferred,Sprint 241 (AUG 06 - AUG 19),,,None
324392,Bug,BUILD-19731,skandh.pathak,P0 - Blocker,Closed-Verified,Cannot Reproduce,"Sprint 246 (OCT 15 - OCT 28),Sprint 247 (OCT 29 - NOV 11)",14400,14400,"The map reduce job that caches anomaly scores took longer than expected which caused one of the test cases to fail. however other test cases in the same test running the same map reduce job passed in that build. there wasn't enough information in the server logs to conclude what caused this (no invalidationqueue errors, no map reduce job errors, no metric eval errors from anomalycache.js). I wasn't able to reproduce this failure on my local machine and this test hasn't failed for the last 25 builds (failures in c3server have a different version of this file). closing as could not reproduce."
317524,Bug,BUILD-19277,henry.hom,P0 - Blocker,In Progress,,Sprint 247 (OCT 29 - NOV 11),14400,,None
308427,Bug,BUILD-18390,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,"Sprint 245 (OCT 01 - OCT 14),Sprint 246 (OCT 15 - OCT 28)",,,None
307452,Task,BUILD-18006,mohamad.arabi,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),19800,19800,None
310483,Task,ENGR-2499,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 245 (OCT 01 - OCT 14),Sprint 246 (OCT 15 - OCT 28)",7200,1800,None
310883,Bug,BUILD-18383,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,"Sprint 245 (OCT 01 - OCT 14),Sprint 246 (OCT 15 - OCT 28)",,,None
319234,Task,ENGR-2462,chen.liu,"P2 - Critical, but workaround exists",Open,,"Sprint 246 (OCT 15 - OCT 28),Sprint 247 (OCT 29 - NOV 11)",,,None
309198,Task,ENGR-2508,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),10800,10800,None
